Number,Name,Region,Area,Island,County,Classification,Metres,Feet,Feature,Observations,Survey,Climbed,Country,Latitude,Longitude
12943,Dunbog Hill,26A: Central Scotland from Dumbarton to Montrose,,,Fife,2,216,709,ground by trig point,,,,S,56.334876,-3.154585
12944,Hill of Finavon East Top,26A: Central Scotland from Dumbarton to Montrose,,,Angus,Un,216,709,,,,,S,56.685905,-2.80802
14725,Moel Ty-gwyn,30A: Anglesey and the Lleyn Peninsula,,,Gwynedd,2,216.2,709,no feature: grass,level summit area,Abney level/Trimble GeoXH 6000,,W,52.946625,-4.484193
14727,Winllan Hill,30E: Bala to Welshpool,,,Powys,2,216,709,no feature: ground by fence line,,,,W,52.785058,-3.162275
15374,Penmoelciliau,31C: South-West Wales,,,Cardiganshire [Ceredigion],2,216,709,ground c 25m E of trig point,,,,W,52.176587,-4.424442
15735,Parc Coetir Bargoed,32C: Neath to Chepstow,,,Caerphilly,Un,216,709,,,,,W,51.687007,-3.220865
16442,Burdon Moor,35A: North Pennines,,,Gateshead,2,216,709,no feature: ground near fence junction,flat summit area,,,E,54.91494,-1.658413
16885,Boonhill,37: The River Tees to The Wash,,,North Yorkshire,2,216,709,ground by covered reservoir,,,,E,54.311026,-0.766485
17592,Castle Downs,40: South West England,,,Cornwall,2,216,709,tumulus,high point on inner ramparts 70m NNW at SW 94519 62397 is just lower,Abney level,,E,50.424825,-4.893835
17593,Melbury Hill,40: South West England,,,Devon,2,216,709,,,,,E,50.952128,-4.306356
17594,Trevadlock Hill,40: South West England,,,Cornwall,2,216,709,no feature: ground in field c40m NE of double gates,,Abney level,,E,50.589843,-4.445617
18055,Pythouse Hill,41: South Central England,,,Wiltshire,2,216,709,no feature,ground by covered reservoir at ST 90946 28968 may be as high,,,E,51.060072,-2.130777
18392,Marley Heights,42: South East England,,,West Sussex,2,216,709,beech tree E of farm,,,,E,51.064235,-0.730918
18393,Crockham Hill,42: South East England,,,Kent,2,216,709,no feature,,,,E,51.243734,0.069928
18394,Bayley's Hill,42: South East England,,,Kent,Un,216.2,709,no feature,,,,E,51.247015,0.168805
18690,Allt y Bwllfa,31C: South-West Wales,,,Carmarthenshire [Sir Gaerfyrddin],2,216,709,no feature: ground on S side of hedge,,,,W,52.035064,-3.943161
19235,The Hawk,34D: Lake District S,,,Cumbria,2,216,709,no feature,ground 10m N is just lower,Abney level,,E,54.320931,-3.168493
21041,Townaloughra East Top,47B: The Twelve Bens,Twelve Bens,,Galway,Hu,216,709,,,,,I,53.520679,-9.978873
4823,Beinn na h-Imeilte,18A: Moidart and Ardnamurchan,,,Highland,"Hu,2",215.7,708,cairn,,obvious summit/Leica RX1250,,S,56.726375,-6.156919
17102,Newbarns Hill,38B: Welsh Borders S,,,Herefordshire,2,215.7,708,trig point,,,,E,52.010836,-2.900689
18390,West Harting Down,42: South East England,,,West Sussex,2,215.7,708,ground by trig point,,,,E,50.962664,-0.91602
14237,Pease Dean Hill,28A: Firth of Forth to the River Tweed,,,Scottish Borders,Un,215.6,707,no feature,flat summit area,,,S,55.916107,-2.325836
18395,River Hill,42: South East England,,,Kent,Un,215.4,707,not recorded,"Hubbard's Hill, 920m W at TQ 53193 52352 is 1.1m higher (and P29.8)",,,E,51.249963,0.206919
19129,Clyffe Pypard Hill,39: Central and Eastern England,,,Wiltshire,O,215.4,707,no feature,trig pillar at SU 07345 76422 is 0.3m lower; hedgerow at SU 07343 76431 is 0.1m higher but not on natural summit,,,E,51.486489,-1.894703
2697,Whitbarrow - Lord's Seat,34D: Lake District S,Lake District - Far Eastern Fells,,Cumbria,"Ma,2,WO",215,705,rib of rock 15m SW of large cairn,cairn is at SD 44190 87055,Abney level,,E,54.275996,-2.858831
4943,Beinn a' Charnain,24A: Lewis and Nearby Islands,"Loch Roag, West Lewis",Lewis and Harris,Na h-Eileanan Siar [Western Isles],"Hu,2",215,705,rock,pile of stones 65m N at NB 15033 28617 is lower,Abney level,,S,58.153728,-6.845703
5043,Culvennan Fell,27B: Carrick and Galloway,,,Dumfries and Galloway,"Hu,2",215,705,cairn 12m N of trig point,,,,S,54.951175,-4.639449
5075,Beacon Hill,27C: The Glenkens to Annandale,,,Dumfries and Galloway,"Hu,2",215,705,outcrop,,,,S,55.070801,-3.702387
7791,Stanborough Hill,40: South West England,,,Devon,"2,sHu",215,705,,,,,E,50.352437,-3.721879
9661,Killin Rock,16D: Altnaharra to Dornoch,,,Highland,2,215,705,not recorded,,,,S,58.027657,-3.917679
9662,Beinn Bhreac,16D: Altnaharra to Dornoch,,,Highland,2,215,705,no feature,,,,S,57.910739,-4.187675
9663,Cnoc Ruigh nan Copag,16D: Altnaharra to Dornoch,,,Highland,2,215,705,,,,,S,58.284239,-4.324562
9665,Meall a' Cheardaich,16B: Durness to Loch Shin,,,Highland,2,215,705,,,,,S,58.319765,-4.875092
10632,Beinn nan Ord,18A: Moidart and Ardnamurchan,,,Highland,2,215,705,,,,,S,56.703754,-6.179012
11024,Cruach Airde,19B: Knapdale and Kintyre,,,Argyll and Bute,2,215,705,,,,,S,55.80856,-5.624133
11025,Am Barr,19A: Oban to Loch Fyne,,,Argyll and Bute,2,215,705,,,,,S,56.158479,-5.462118
11027,Badlia Hill,19C: Loch Fyne to Bute and the Firth of Clyde,Firth of Clyde to Mull of Kintyre,Bute,Argyll and Bute,2,215,705,outcrop,,,,S,55.899075,-5.185612
11028,Cnoc Creagach,19B: Knapdale and Kintyre,,,Argyll and Bute,2,215,705,,,,,S,55.744591,-5.441266
11032,Ranachan Hill,19B: Knapdale and Kintyre,,,Argyll and Bute,2,215,705,cairn,,,,S,55.464126,-5.65741
13475,Knockormal Hill,27B: Carrick and Galloway,,,South Ayrshire,2,215,705,no feature: ground c.20m NW of main aerial,,,,S,55.151734,-4.932583
13476,Benan Hill,27C: The Glenkens to Annandale,,,Dumfries and Galloway,2,215,705,no feature: grass,,obvious summit,,S,55.16145,-3.74309
14236,Black Loch Hill,28A: Firth of Forth to the River Tweed,,,East Lothian,2,215,705,no feature,flat summit area in field,,,S,55.950382,-2.532825
16033,West Hill,33: Northumberland,The Cheviots,,Northumberland,2,215,705,cairn,,,,E,55.559037,-2.144789
16183,Lord's Lot,34D: Lake District S,Lake District - Far Eastern Fells,,Cumbria,2,215,705,small grassy knoll,,Abney level,,E,54.333765,-2.858113
16741,Nicky Nook,"36: Lancashire, Cheshire and S Pennines",,,Lancashire,2,214.9,705,ground 5m S of trig point,,,,E,53.930846,-2.733051
16742,Sneyd Hill,"36: Lancashire, Cheshire and S Pennines",,,Stoke on Trent,2,215,705,no feature: ground W of metal post,,,,E,53.044046,-2.179271
17103,Oyster Hill,38B: Welsh Borders S,,,Herefordshire,2,214.9,705,no feature: woodland,"ground 200m NW, 60m S of trig point, at SO 72359 41769 is 0.4m lower",,,E,52.0725,-2.402433
17318,Henley Hill,39: Central and Eastern England,,,South Gloucestershire,2,215,705,large mound,,,,E,51.442116,-2.362063
18056,Warren Hill,41: South Central England,,,Dorset,2,215,705,no feature: pasture near edge of wood,,,,E,50.792895,-2.673377
18057,Highleigh Hill,40: South West England,,,Devon,2,215,705,no feature: pasture,flat summit area,,,E,50.998875,-3.546695
18058,Blackdown Hill,41: South Central England,,,Dorset,2,215,705,edge of excavation,natural summit has been lowered by c.2m leaving excavated edge as highest point,,,E,50.830753,-2.859824
21042,Long Mountain,43C: Antrim Mountains,Antrim Hills,,Causeway Coast and Glens,Hu,215,705,,,,,I,55.001105,-6.428677
21043,Tattinlieve Hill,56A: Central Lowlands,,,Monaghan,sHu,215,705,,,,,I,54.185378,-7.028094
16184,High Thorn Hill,34C: Lake District E,Lake District - Far Eastern Fells,,Cumbria,Un,214.4,703,no feature: ground 25m NE of trig point,,Abney level,,E,54.378194,-2.729175
2918,Brighstone Down,42: South East England,Hants & Dorset - Portsmouth & Wight,Isle of Wight,Isle of Wight,"Ma,2",214,702,trig point,trees just to N could hide higher ground,Abney level,,E,50.660595,-1.389547
2919,Wilmington Hill,42: South East England,,,East Sussex,"Ma,2",214,702,no feature: ground 25m ENE of trig point,summit is 0.75m higher than trig point (TQ 54831 03437),Abney level,,E,50.809824,0.196539
7668,Mynydd Gelliwastad,32B: Carmarthen to Vale of Neath,,,Swansea,"2,sHu",214,702,not recorded,ground 150m NNE of trig point,,,W,51.69753,-3.913515
8117,Broom Hill,01A: Loch Tay to Perth,,,Perth and Kinross,2,214,702,no feature: grass and rock,,,,S,56.387405,-3.989363
9317,Cnoc Ravoch,15B: Loch Vaich to Moray Firth,,,Highland,2,214,702,no feature,,,,S,57.619193,-4.416871
9664,Creag nam Fiadh West Top,16F: Lochinver to Ullapool,,,Highland,2,214,702,outcrop,,,,S,58.089465,-5.114904
9666,Cnoc a' Cheathraimh,16D: Altnaharra to Dornoch,,,Highland,2,214,702,,,,,S,58.052048,-4.087442
10296,Cnoc Loch na Doireanach,17C: South-East Skye and Scalpay,Skye & surrounding islands,Skye,Highland,2,214,702,,,,,S,57.128402,-5.894477
10297,Am Maol East Top,17A: North Skye and Raasay,Skye & surrounding islands,Skye,Highland,2,214,702,outcrop,,,,S,57.393555,-6.318456
11029,Cruach Mor Dunardry,19B: Knapdale and Kintyre,,,Argyll and Bute,2,214,702,,,,,S,56.059234,-5.506235
11423,Cnoc Mor nan Cnoc,"20A: Jura, Scarba and Colonsay","Islay, Jura & surrounding islands",Jura,Argyll and Bute,2,214,702,,,,,S,55.937169,-5.916504
12945,Newburgh Wood,26B: Central Scotland from Dumbarton to Montrose,Glen Artney Hills,,Perth and Kinross,2,214,702,no feature,,,,S,56.360368,-3.944974
12946,Flagstaff Hill,26A: Central Scotland from Dumbarton to Montrose,,,Fife,2,214,702,grassy mound,,,,S,56.233859,-2.883684
13477,Byne Hill,27B: Carrick and Galloway,,,South Ayrshire,2,214,702,outcrop 2m S of viewpoint,,,,S,55.21164,-4.864304
13478,Auchendolly Hill,27C: The Glenkens to Annandale,,,Dumfries and Galloway,2,214,702,,,,,S,55.0033,-3.963662
14238,Tripslaw Hill,28A: Firth of Forth to the River Tweed,,,East Lothian,2,214,702,no feature,summit is in trees,,,S,55.943135,-2.48844
15375,Pencaerhelem,31C: South-West Wales,,,Powys,2,214,702,,,,,W,52.175065,-3.47256
16034,Blackchester Hill,33: Northumberland,,,Northumberland,2,214,702,,,,,E,55.385769,-1.996826
16744,The Cragg,"36: Lancashire, Cheshire and S Pennines",Forest of Bowland,,Lancashire,2,214,702,rock on north side of road,a larger rock is just lower,Abney level,,E,54.050154,-2.692
16886,Carlow Hill,37: The River Tees to The Wash,,,North Yorkshire,2,214,702,,,,,E,54.332427,-1.314114
17316,Honey Hill,39: Central and Eastern England,,,Northamptonshire,2,214,702,no feature,flat summit area in crop field,,,E,52.386311,-1.064514
18059,Conegar Hill,41: South Central England,,,Dorset,2,214,702,no feature: pasture,,,,E,50.82623,-2.797751
18060,Ash Hill,41: South Central England,,,Somerset,2,214,702,ground by tree,,,,E,51.024904,-3.556631
18396,Noar Hill,42: South East England,,,Hampshire,2,214,702,no feature: grass,ground 110m ESE at SU 74803 31816 is just lower,Abney level,,E,51.081136,-0.934811
18953,Pen y Foel,30D: Barmouth to Betws-y-Coed and Bala,,,Gwynedd,2,214,702,outcrop,knoll 50m W at SH 66108 39603 is probably lower,,,W,52.937072,-3.99295
19022,Bleasegale Hill,34D: Lake District S,,,Cumbria,2,214,702,fence post on fence line (E side) of mast compound,,Abney level,,E,54.275266,-2.665804
20552,Cairngaver [Carn Geamhair],43B: Mourne Mountains,Belfast Hills,,North Down and Ards,"Ma,CoU",214,702,boulder on hillfort rampart at S side of trig pillar,,,,I,54.616259,-5.749568
20553,Krinnuck [Doogort Hill] [Cruinneog] [Dumha Goirt],46C: Achill Island,Achill/Corraun,,Mayo,Ma,214,702,,,,,I,54.002643,-10.013871
20691,Knockeyon,56B: Slieve Bloom Mountains,North Midlands,,Westmeath,Hu,214,702,,,,,I,53.623037,-7.297994
21044,Ballyea Hill,48B: Limerick to Killarney,W Limerick/N Kerry,,Limerick,Hu,214,702,,,,,I,52.473361,-8.896937
2223,Garn Fawr,31C: South-West Wales,,,Pembrokeshire [Sir Benfro],"Hu,2,sMa",213,699,rock 7m E of trig point,,,,W,52.008261,-5.067187
5007,Black Hill,26A: Central Scotland from Dumbarton to Montrose,,,Fife,"Hu,2",213,699,no feature,summit in trees,,,S,56.321406,-3.218517
5445,Kithurst Hill,42: South East England,,,West Sussex,"Hu,2",213,699,no feature 5m S of trig point,ground is c 5cm higher than base of trig point,Abney level,,E,50.902016,-0.463281
8741,Monadh Seann-talaimh,10C: Loch Arkaig to Glen Moriston,,,Highland,2,213,699,two stones by non-OS trig point,,,,S,57.077945,-4.784629
9177,Carn Lochan Dubh nam Breac,14A: Loch Maree to Loch Broom,,,Highland,2,213,699,,,,,S,57.83454,-5.415962
9667,Cnoc Badaireach na Gaoithe,16C: Tongue to Wick and Helmsdale,,,Highland,2,213,699,,,,,S,58.440015,-3.983595
11026,Corlach,19A: Oban to Loch Fyne,,,Argyll and Bute,2,213,699,rock close to survey marker,,,,S,56.195917,-5.489735
11030,Creag Loisgte,19A: Oban to Loch Fyne,,,Argyll and Bute,2,213,699,no feature: in trees,,,,S,56.31496,-5.551539
11031,Beinn Sitheag,19C: Loch Fyne to Bute and the Firth of Clyde,,,Argyll and Bute,2,213,699,,,,,S,55.898956,-5.320523
11709,Kingshill,21B: Fraserburgh to the Dee Valley,,,Aberdeen,2,213,699,rocks on outcrop,,,,S,57.141644,-2.232525
11710,Hill of Troup,21B: Fraserburgh to the Dee Valley,,,Aberdeenshire,2,213,699,,,,,S,57.648406,-2.316632
12341,Brinneabhal,24A: Lewis and Nearby Islands,Scarp to Gallan Head,Lewis and Harris,Na h-Eileanan Siar [Western Isles],2,213,699,,,,,S,58.147677,-7.054934
12947,Westhill,26A: Central Scotland from Dumbarton to Montrose,,,Perth and Kinross,2,213,699,no feature: ground between fence and building,,,,S,56.398925,-3.346724
12950,Bramblebrae,26A: Central Scotland from Dumbarton to Montrose,,,Perth and Kinross,2,213,699,junction of wall and fence,,,,S,56.276446,-3.392242
14239,Braid Hills,28A: Firth of Forth to the River Tweed,,,Edinburgh,2,213,699,no feature: grass,,,,S,55.911852,-3.200809
14329,Archallagan Hill,29: Isle of Man,,Isle of Man,Isle of Man,2,213,699,,,,,M,54.174961,-4.606088
14728,Cefn,30C: Llandudno to Wrexham,,,Wrexham,2,213,699,no feature: paddock,flat summit area,,,W,53.070353,-3.03997
15376,Allt Goch,31A: Aberystwyth to Welshpool,,,Powys,2,213,699,no feature,summit in trees,,,W,52.576895,-3.782595
16035,Shaftoe Crags,33: Northumberland,,,Northumberland,2,213,699,ground 1m from trig point,grassy knoll 30m WNW at NZ 05072 81898 may be as high,,,E,55.131327,-1.921484
16036,Beanley Hill,33: Northumberland,,,Northumberland,2,213,699,no feature: bracken S side of inner ring mound,,Abney level,,E,55.453787,-1.854452
16185,Fisher High,34D: Lake District S,Lake District - Southern Fells,,Cumbria,2,213,699,no feature,,obvious summit,,E,54.309007,-3.117862
16186,Higher Thorny Slack,34D: Lake District S,Lake District - Southern Fells,,Cumbria,2,213,699,mossy knoll,summit is in trees; second mossy knoll 20m ESE at SD 32765 91119 is probably lower; rocky outcrop 80m SE at SD 32812 91077 might be as high,,,E,54.311282,-3.035211
16443,Almscliff Crag,35B: Central Pennines,,,North Yorkshire,2,213,699,bolt in top of crag,,,,E,53.936484,-1.593217
16743,Cracknowl Hill,"36: Lancashire, Cheshire and S Pennines",,,Derbyshire,2,213,699,ground on bank 2m S of stone post,,,,E,53.231302,-1.686941
16750,Styperson Park,"36: Lancashire, Cheshire and S Pennines",,,Cheshire East,2,213,699,no feature: ground at edge of wood,summit is by edge of quarry,,,E,53.314215,-2.101314
16887,Rockhole Hill,37: The River Tees to The Wash,,,Redcar and Cleveland,2,213,699,trig point,,obvious summit,,E,54.564974,-0.841654
18061,Dobbs Moor,40: South West England,,,Devon,2,213,699,no feature: ground on road N of gateway,,Seco 2x Hand Level,,E,50.929627,-3.859311
18062,Waddon Hill,41: South Central England,,,Dorset,2,213,699,,,,,E,50.810399,-2.784827
18397,Pidham Hill,42: South East England,,,Hampshire,2,213,699,no feature: in woodland,,,,E,51.001297,-1.012318
21045,Knock Hill,45E: Sligo and N Roscommon,North Midlands,,Mayo,Hu,213,699,vegetated mound with scots pine,ex-trig point site 100m E subjected to major earth movements,obvious summit,,I,53.914733,-8.806466
5409,Bulverton Hill,40: South West England,,,Devon,"Hu,2",212,696,no feature,flat summit area,,,E,50.696868,-3.266682
7288,Troston Hill,27C: The Glenkens to Annandale,,,Dumfries and Galloway,"2,sHu",212,696,large angular rock,SE side of summit plateau is lower,Abney level,,S,55.000068,-3.673264
7747,Larkton Hill,"36: Lancashire, Cheshire and S Pennines",,,Cheshire East/Cheshire West and Chester,"2,sHu",212,696,ground by tree,,,,E,53.07106,-2.751413
8340,Hilton Wood,06B: Pitlochry to Braemar & Blairgowrie,,,Perth and Kinross,2,212,696,a few stones,,,,S,56.572023,-3.522005
8450,Cap of Balnacraig,07B: Braemar to Montrose,,,Aberdeenshire,2,212,696,,,,,S,57.074682,-2.694393
9040,Cnoc Lochcarron,13B: Applecross to Achnasheen,,,Highland,2,212,696,,,,,S,57.399197,-5.523506
9178,Creag Cairneasair,14A: Loch Maree to Loch Broom,,,Highland,2,212,696,ground by small cairn,,,,S,57.748541,-5.531412
9318,Cnoc a' Mhuilinn-Thairbh,15B: Loch Vaich to Moray Firth,,,Highland,2,212,696,,,,,S,57.562661,-4.515792
9668,Hill of Yarrows,16C: Tongue to Wick and Helmsdale,,,Highland,2,212,696,,,,,S,58.367063,-3.205066
9669,Cnoc Loch nan Eun,16E: Scourie to Lairg,,,Highland,2,212,696,,,,,S,58.225635,-5.02078
9670,Cnoc Bad a' Chrasgaidh,16D: Altnaharra to Dornoch,,,Highland,2,212,696,,,,,S,57.996878,-4.10961
9671,Sron Achcheargary,16C: Tongue to Wick and Helmsdale,,,Highland,2,212,696,,,,,S,58.456151,-4.205623
9672,Langwell Hill,16E: Scourie to Lairg,,,Highland,2,212,696,cairn,,obvious summit,,S,58.074858,-4.697722
9673,Sithean nan Gearrsaich,16B: Durness to Loch Shin,,,Highland,2,212,696,no feature,ground 50m NE at NC 60557 54252 may be as high,,,S,58.45394,-4.391956
11033,Scotston Hill,19A: Oban to Loch Fyne,,,Argyll and Bute,2,212,696,,,,,S,56.063931,-5.370061
11711,Boddum Hill,21A: Tomintoul to Banff,,,Aberdeenshire,2,212,696,,,,,S,57.462893,-2.820088
12948,Myot Hill,26A: Central Scotland from Dumbarton to Montrose,,,Falkirk,2,212,696,trig point,,,,S,56.01991,-3.957635
12949,Pepper Knowe,26A: Central Scotland from Dumbarton to Montrose,,,Fife,2,212,696,,,,,S,56.2581,-2.831261
12954,Fleecefaulds Hill,26A: Central Scotland from Dumbarton to Montrose,,,Fife,2,212,696,no feature: woodland,ground 500m S at NO 40567 08209 is 1m lower; ground 30m E is probably lower,,,S,56.267137,-2.962388
13480,Bardarroch Hill,27C: The Glenkens to Annandale,,,Dumfries and Galloway,2,212,696,,,,,S,55.031889,-3.918118
13481,Dunguile Hill,27C: The Glenkens to Annandale,,,Dumfries and Galloway,2,212,696,no feature,,,,S,54.893962,-3.913547
14729,Moel y Llys,30B: Snowdonia,The Moelwyns,,Gwynedd,2,212,696,outcrop,,,,W,52.956146,-4.0267
16037,Glanton Hill,33: Northumberland,,,Northumberland,2,212,696,ground by Jubilee pole,,,,E,55.427413,-1.897149
16187,Howside Hill,34B: Lake District C&W,Lake District - Western Fells,,Cumbria,2,212,696,no feature: ground c 2m from flat rock,,,,E,54.537038,-3.404618
16188,Rowan Tree Hill,34D: Lake District S,Lake District - Far Eastern Fells,,Cumbria,2,212,696,rock,outcrop by viewfinder 100m WSW at SD 39311 91836 is 1m lower,Abney level,,E,54.318846,-2.933103
16737,Cobridge Hill,"36: Lancashire, Cheshire and S Pennines",,,Stoke on Trent,2,212,696,topograph / viewfinder,,,,E,53.037098,-2.172815
17317,Old John Tower,39: Central and Eastern England,,,Leicestershire,2,212,696,rock outcrop 50m NNE of war memorial,ground 16m NNE of tower at SK 52569 11260 is as high; both positions have 212m spot height on 25k and 10k maps,Abney level,,E,52.695327,-1.225115
17596,Trink Hill,40: South West England,,,Cornwall,2,212,696,trig point,ground 30m WNW at SW 50468 37183 is as high,Abney level,,E,50.181808,-5.496399
17597,St Stephen's Beacon,40: South West England,,,Cornwall,2,212,696,grassy knoll by small tree,,,,E,50.355009,-4.869591
18063,Whitestone Down,40: South West England,,,Devon,2,212,696,boulder 1m high,,,,E,51.017687,-3.504106
18064,Castle Close,40: South West England,,,Devon,2,212,696,no feature: pasture,summit is flat area within a hillfort,,,E,50.952258,-3.514878
18398,Farm Hill,42: South East England,,,West Sussex,2,212,696,no feature: crop field,flat summit area,,,E,50.922586,-0.633528
19206,Blow's Down,39: Central and Eastern England,,,Central Bedfordshire,2,212,696,no feature,,Abney level,,E,51.881568,-0.498493
19578,Crane Field Hill,35B: Central Pennines,Yorkshire Dales - Southern Fells,,North Yorkshire,2,212,696,no feature: pasture,,,,E,54.007036,-2.18549
